CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits
"2,722",COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,505.7,C32H43NO4,NCGC00186460-07,NCATS,2,"NCGC00186460-03,Bardoxolone methyl"
"2,723",CN1CCN(CCOC2=CC3=NC=NC(NC4=C5OCOC5=CC=C4Cl)=C3C(OC3CCOCC3)=C2)CC1,542.03,C27H32ClN5O5,NCGC00241099-04,NCATS,2,"NCGC00241099-04,NCGC00241099-01"
"2,724",COC1=CC=C2NC3=C(C=CC(Cl)=C3)C(N=C3C=C(CN4CCCC4)C(=O)C(CN4CCCC4)=C3)=C2N1,518.06,C29H32ClN5O2,NCGC00246187-06,NCATS,2,"NCGC00246187-06,NCGC00246187-02"
"2,725",CC(C)C[C@H](NC(=O)CNC(=O)C1=C(Cl)C=CC(Cl)=C1)B(O)O,361.03,C14H19BCl2N2O4,NCGC00249611-05,NCATS,5,"NCGC00249611-05,NCGC00249611-04,NCGC00249611-05,NCGC00249611-04,Ixazomib"
"2,726",CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,719.92,C40H57N5O7,NCGC00249613-08,NCATS,1,Carfilzomib
"2,727",CN1CC[C@H]([C@@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl,401.84,C21H20ClNO5,NCGC00250401-11,NCATS,1,NCGC00250401-11
"2,728",COC1=C(N[S+]([O-])(=O)C2=C(F)C=C(F)C=C2)C=C(C=N1)C1=CC=C2N=CC=C(C3=CN=NC=C3)C2=C1,505.5,C25H17F2N5O3S,NCGC00250408-10,NCATS,2,"NCGC00250408-01,NCGC00250408-01"
"2,729",CCC[C@H](NC(=O)C(=C\\C1=NC(Br)=CC=C1)\\C#N)C1=CC=CC=C1,384.28,C19H18BrN3O,NCGC00263102-06,NCATS,2,"NCGC00263102-06,NCGC00263102-01"
"2,730",CCOC1=C(NC(=O)\\C=C\\CN(C)C)C=C2C(NC3=CC(Cl)=C(F)C=C3)=C(C=NC2=C1)C#N,467.93,C24H23ClFN5O2,NCGC00263103-09,NCATS,3,"NCGC00263103-02,CHEMBL607707,Pelitinib"
"2,731",CCCCC1=NC2=CC(\\C=C\\C(=O)NO)=CC=C2N1CCN(CC)CC,358.49,C20H30N4O2,NCGC00263136-04,NCATS,2,"NCGC00263136-04,NCGC00263136-07"
"2,732",CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,532.57,C29H27F3N6O,NCGC00263152-05,NCATS,3,"NCGC00263152-05,NCGC00263152-15,NCGC00263152-15"
"2,733",CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,532.57,C29H27F3N6O,NCGC00263152-15,NCATS,3,"NCGC00263152-05,NCGC00263152-05,NCGC00263152-15"
"2,734",CC(C)[C@H](C(=O)NC1=CC=C(C=C1)C(=O)NO)C1=CC=CC=C1,312.37,C18H20N2O3,NCGC00263153-10,NCATS,2,"NCGC00263153-10,NCGC00263153-07"
"2,735",ONC(=O)\\C=C\\C1=CC(=CC=C1)[S+]([O-])(=O)NC1=CC=CC=C1,318.35,C15H14N2O4S,NCGC00263155-04,NCATS,0,
"2,736",NC1=C(NC(=O)C2=CC=C(CNC3=NC(=CC=N3)C3=CC=CN=C3)C=C2)C=CC=C1,396.45,C23H20N6O,NCGC00263182-04,NCATS,0,
"2,737",CCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(C=CC(OC)=C2)N2C(C)=NN=C12,423.9,C22H22ClN5O2,NCGC00263621-06,NCATS,3,"NCGC00263621-06,NCGC00263621-12,NCGC00263621-02"
"2,738",OCCN(CCC1=CNC2=C1C=CC=C2)CC1=CC=C(\\C=C\\C(=O)NO)C=C1,379.46,C22H25N3O3,NCGC00345539-05,NCATS,1,NCGC00345539-10
"2,739",COC[C@H](NC(=O)[C@H](COC)NC(=O)C1=CN=C(C)S1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[C@@]1(C)CO1,532.61,C25H32N4O7S,NCGC00345799-06,NCATS,2,"NCGC00345799-06,NCGC00345799-06"
"2,740",NC1=CC=C(C=N1)C(=O)NC1=CC=CC(=C1)C1=NC(N2CCOCC2)=C2OC3=NC=CC=C3C2=N1,467.49,C25H21N7O3,NCGC00346683-02,NCATS,5,"NCGC00346683-02,NCGC00346683-02,NCGC00346683-01,CHEMBL2178735,CHEMBL2178735"
"2,741",CCN(CC)CC1=CC2=C(C=C1)C=C(COC(=O)NC1=CC=C(C=C1)C(=O)NO)C=C2,421.5,C24H27N3O4,NCGC00346743-03,NCATS,1,NCGC00346743-03
"2,742",CC(=O)O\\N=C1\\C(\\NC2=CC=CC=C\\12)=C1/C(=O)NC2=C1C=CC(Br)=C2,398.22,C18H12BrN3O3,NCGC00346883-02,NCATS,3,"NCGC00346883-02,NCGC00346883-02,NCGC00346883-01"
"2,743",COC1=C2N=C(N=C(NCC3=CC=CC=C3)C2=CC=C1)N1C(N)=NC2=C1C=CC=C2,396.45,C23H20N6O,NCGC00347064-06,NCATS,3,"NCGC00347064-06,NCGC00347064-01,CHEMBL3746912"
"2,744",COC1=CC2=C(C=C1OC[C@H]1C[C@H]3CN(C)C[C@H]3C1)N=CN=C2NC1=C(F)C(Cl)=C(Cl)C=C1,491.39,C24H25Cl2FN4O2,NCGC00347284-01,NCATS,2,"NCGC00347284-02,NCGC00347284-03"
"2,745",FC1=CC2=C(NC([C@@H]3CC=C[C@H]23)C2=CN=CC=C2)C(F)=C1,284.31,C17H14F2N2,NCGC00370899-04,NCATS,0,
"2,746",CC1=CC(C)=C(NC2=NC(NC3=CC=C(C=C3)C#N)=NC=C2)C(C)=C1,329.41,C20H19N5,NCGC00371120-06,NCATS,2,"CHEMBL70663,CHEMBL70663"
"2,747",CC1=C(C=CC(OCC2=NN=C(SC3CCCC3)N2C2=CN=CC=C2)=C1)C1=CC=C(C=C1)[S+](C)([O-])=O,520.67,C27H28N4O3S2,NCGC00371131-03,NCATS,1,NCGC00371131-09
"2,748",CC1=CC(=CC(C)=C1)C(=O)NOCCCCCC(=O)NO,294.35,C15H22N2O4,NCGC00379210-02,NCATS,1,NCGC00379210-02
"2,749",CCN(CC)CC1=CC=C(C=C1)C(=O)N(CCC1=CC=CC=C1OC)[C@@H]1CCNC1,409.57,C25H35N3O2,NCGC00387092-01,NCATS,1,NCGC00387092-01
"2,750",CC1=CC2=C(C=CC=C2C(N)=O)N1C1=NC(NCC2=CC=CC=C2)=C2COCCC2=N1,413.48,C24H23N5O2,NCGC00481317-01,NCATS,2,"NCGC00481317-01,CHEMBL3747513"
"2,751",[O-][N+](=O)C1=CC(\\C=C2/CCN(C\\C(=C/C3=CC=C(F)C(=C3)[N+]([O-])=O)C2=O)C(=O)C=C)=CC=C1F,469.4,C23H17F2N3O6,NCGC00510496-01,NCATS,1,NCGC00510496-01
"2,752",ONC(=O)CCCCCCC(=O)N\\N=C\\C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,458.56,C27H30N4O3,NCGC00510505-01,NCATS,2,"NCGC00510505-01,NCGC00510505-01"
"2,753",CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1,340.49,C20H24N2OS,NCGC00510921-01,NCATS,1,NCGC00510921-01
"2,754",CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CO)C=C1)C=CC=C3,356.48,C20H24N2O2S,NCGC00016622-11,NCATS,1,NCGC00016622-11
"2,755",CC[C@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,480.65,C29H40N2O4,NCGC00024379-17,NCATS,7,"NCGC00024379-17,NCGC00024379-25,NCGC00024379-17,NCGC00024379-25,NCGC00024379-25,NCGC00024379-29,NCGC00024379-04"
"2,756",CC[C@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,480.65,C29H40N2O4,NCGC00024379-25,NCATS,7,"NCGC00024379-17,NCGC00024379-25,NCGC00024379-17,NCGC00024379-25,NCGC00024379-17,NCGC00024379-29,NCGC00024379-04"
"2,757",CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.79,C32H45N3O4S,NCGC00090782-17,NCATS,3,"NCGC00090782-17,NCGC00090782-07,CHEMBL584"
"2,758",CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\\C=C(C)\\[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\\C=C\\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,875.11,C48H74O14,NCGC00094047-16,NCATS,4,"NCGC00094047-16,NCGC00094047-16,NCGC00094047-16,NCGC00094047-10"
"2,759",Cl.O[C@H]([C@H]1CCCCN1)c1cc(nc2c(cccc12)C(F)(F)F)C(F)(F)F,414.78,C17H17ClF6N2O,NCGC00161831-04,NCATS,4,"NCGC00161831-04,NCGC00161831-04,NCGC00161831-04,NCGC00161831-04"
"2,760",O[C@H]1C=C2CCN3CC4=CC5=C(OCO5)C=C4[C@@H]([C@@H]23)[C@@H]1O,287.31,C16H17NO4,NCGC00163413-03,NCATS,3,"NCGC00163413-03,NCGC00163413-03,NCGC00163413-03"
"2,761",CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1C[C@H]1NCCC2=C1C=C(OC)C(O)=C2,466.62,C28H38N2O4,NCGC00180626-04,NCATS,1,NCGC00180626-04
"2,762",COC1=C(C)C2=C(C=C1)C(O[C@@H]1C[C@@H]3C(C1)C(=O)N(C)CCCC\\C=C/[C@@H]1C[C@]1(NC3=O)C(=O)N[S+]([O-])(=O)C1CC1)=CC(=N2)C1=NC(=CS1)C(C)C,749.94,C38H47N5O7S2,NCGC00378657-01,NCATS,3,"NCGC00378657-01,NCGC00378657-01,NCGC00378657-01"
"2,763",CC1=C(C(C)=NO1)C1=CC2=C(N=C(N=C2C=C1)C1=CN(CC(C)(C)O)N=C1)N1CCOC[C@@H]1C1=CC=CC=C1,524.63,C30H32N6O3,NCGC00483210-07,NCATS,1,NCGC00483210-07
"2,764",O.O.Cl.Cl.CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,508.91,C23H36Cl3N3O3,NCGC00015874-05,NCATS,1,NCGC00015874-05
"2,765",OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,473.59,C28H27NO4S,NCGC00015889-21,NCATS,2,"NCGC00015889-10,Raloxifene"
"2,766",CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,248.71,C12H13ClN4,NCGC00016256-20,NCATS,4,"NCGC00016256-17,NCGC00016256-17,NCGC00016256-16,NCGC00016256-17"
"2,767",CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,518.56,C30H30O8,NCGC00016423-15,NCATS,3,"NCGC00016423-14,NCGC00016423-15,Gossypol"
"2,768",CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC=CC1=C3)C2=O,348.36,C20H16N2O4,NCGC00016994-20,NCATS,0,
"2,769",CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,705.64,C35H38Cl2N8O4,NCGC00018268-14,NCATS,4,"NCGC00018268-08,NCGC00018268-05,NCGC00018268-05,NCGC00018268-08"
"2,770",COC1=CC2=NC=NC(NC3=CC=CC(Br)=C3)=C2C=C1OC,360.21,C16H14BrN3O2,NCGC00024956-17,NCATS,4,"NCGC00024956-02,NCGC00024956-02,CHEMBL29197,CHEMBL29197"
"2,771",CC(C)[C@H](CO)NC1=NC(NC2=CC(Cl)=CC=C2)=C2N=CN(C(C)C)C2=N1,388.9,C19H25ClN6O,NCGC00025219-10,NCATS,1,NCGC00025219-04
"2,772",CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,372.54,C25H30N3,NCGC00091112-15,NCATS,0,
"2,773",ClC1=C(NCCN2CCOCC2)C(=O)C2=C(C=CC=N2)C1=O,321.76,C15H16ClN3O3,NCGC00092289-01,NCATS,0,
"2,774",CCC1NC(=O)C(C(O)C(C)C\\C=C\\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,"1,202.63",C62H111N11O12,NCGC00093704-19,NCATS,2,"NCGC00093704-11,CHEMBL386389"
"2,775",O\\N=C1\\C(\\NC2=CC=CC=C\\12)=C1\\C(=O)NC2=CC(Br)=CC=C12,356.18,C16H10BrN3O2,NCGC00094112-11,NCATS,1,NCGC00094112-06
"2,776",CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C=O,475.63,C26H41N3O5,NCGC00161679-02,NCATS,8,"NCGC00161679-13,NCGC00161679-13,CHEMBL64925,CHEMBL64925,CHEMBL64925,CHEMBL64925,MG-132,MG-132"
"2,777",CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1,463.79,C22H21Cl3N4O,NCGC00164572-14,NCATS,2,"NCGC00164572-01,NCGC00164572-02"
"2,778",CC(C)N1C(\\C=C\\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,411.47,C24H26FNO4,NCGC00164604-06,NCATS,0,
"2,779",CCN(CC)CCNC(=O)C1=C(C)NC(\\C=C2/C(=O)NC3=CC=C(F)C=C23)=C1C,398.48,C22H27FN4O2,NCGC00164631-19,NCATS,0,
"2,780",CC1=CN=C2N1C1=CC(C)=CC=C1N=C2NCCN,255.32,C14H17N5,NCGC00165761-07,NCATS,0,
"2,781",NC1=C(NC(=O)C2=CC=C(CNC(=O)OCC3=CC=CN=C3)C=C2)C=CC=C1,376.42,C21H20N4O3,NCGC00165833-10,NCATS,2,"NCGC00165833-11,NCGC00165833-11"
"2,782",ONC(=O)\\C=C\\C#CC1=CC=CC(N[S+]([O-])(=O)C2=CC=CC=C2)=C1,342.37,C17H14N2O4S,NCGC00165855-05,NCATS,0,
"2,783",C(CN1CCCCC1)OC1=CC=C(C=C1)C1=CN2N=CC(=C2N=C1)C1=CC=NC=C1,399.5,C24H25N5O,NCGC00165869-22,NCATS,0,
"2,784",CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,464.83,C21H16ClF3N4O3,NCGC00167488-03,NCATS,3,"NCGC00167488-03,CHEMBL1336,Sorafenib"
"2,785",C[S+]([O-])(=O)CCNCC1=CC=C(O1)C1=CC2=C(NC3=CC=C(OCC4=CC(F)=CC=C4)C(Cl)=C3)N=CN=C2C=C1,581.06,C29H26ClFN4O4S,NCGC00167507-13,NCATS,0,
"2,786",CC1=C(NC2=C(C=C(F)C(F)=C2F)C(=O)NOCC2CC2)C=CC(I)=C1,476.24,C18H16F3IN2O2,NCGC00167793-02,NCATS,0,
"2,787",ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,264.32,C14H20N2O3,NCGC00168085-26,NCATS,4,"NCGC00168085-15,NCGC00168085-05,NCGC00168085-15,NCGC00168085-05"
"2,788",CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@@](C)(CC[C@]3(C)CC[C@]12C)C(O)=O,450.62,C29H38O4,NCGC00178913-11,NCATS,2,"NCGC00178913-14,NCGC00178913-14"
"2,789",C[C@@H]([C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]44[C@@H](O)C=CC(=O)[C@]4(C)[C@H]3CC[C@]12C)[C@H]1CC(C)=C(CO)C(=O)O1,470.61,C28H38O6,NCGC00180796-04,NCATS,1,NCGC00263238-01
"2,790",FC1=C(Cl)C=C(NC2=NC=NC3=C2C=C(NC(=O)C=C)C(OCCCN2CCOCC2)=C3)C=C1,485.94,C24H25ClFN5O3,NCGC00182713-18,NCATS,2,"NCGC00182713-01,NCGC00182713-01"
"2,791",CN(C)C\\C=C\\C(=O)NC1=CC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=C1O[C@H]1CCOC1,485.94,C24H25ClFN5O3,NCGC00185000-18,NCATS,0,
"2,792",CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,700.79,C37H42F2N8O4,NCGC00185736-03,NCATS,3,"NCGC00274060-01,NCGC00185736-01,NCGC00274060-01"
"2,793",COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,505.7,C32H43NO4,NCGC00186460-03,NCATS,2,"NCGC00186460-07,Bardoxolone methyl"
"2,794",C[S+]([O-])(=O)N1CCN(CC2=CC3=C(S2)C(=NC(=N3)C2=CC=CC3=C2C=NN3)N2CCOCC2)CC1,513.64,C23H27N7O3S2,NCGC00187482-21,NCATS,1,NCGC00187482-03
"2,795",NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,440.51,C25H24N6O2,NCGC00187912-13,NCATS,2,"NCGC00187912-17,NCGC00187912-03"
"2,796",CC(C)N1N=C(C2=CC3=C(N2)C=CC(O)=C3)C2=C(N)N=CN=C12,308.35,C16H16N6O,NCGC00188346-18,NCATS,0,
"2,797",CN1CCN(CCOC2=CC3=NC=NC(NC4=C5OCOC5=CC=C4Cl)=C3C(OC3CCOCC3)=C2)CC1,542.03,C27H32ClN5O5,NCGC00241099-04,NCATS,2,"NCGC00241099-04,NCGC00241099-01"
"2,798",CC1=CN=C(NC2=CC=C(F)C=C2Cl)N=C1C1=CNC(=C1)C(=O)N[C@H](CO)C1=CC=CC(Cl)=C1,500.36,C24H20Cl2FN5O2,NCGC00242487-08,NCATS,4,"NCGC00242487-09,NCGC00242487-01,CHEMBL583042,CHEMBL583042"
"2,799",C[C@@H]1C[C@H]2[C@@H]3C=C(C)C4=CC5=C(C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)C=NN5C1=CC=CC=C1,488.63,C30H36N2O4,NCGC00242505-01,NCATS,1,NCGC00242505-01
"2,800",C1CN(CCN1)C1=CC=C(C=C1)C1=CN2N=CC(=C2N=C1)C1=CC=NC2=C1C=CC=C2,406.49,C25H22N6,NCGC00249389-22,NCATS,0,
"2,801",CC(C)C[C@H](NC(=O)CNC(=O)C1=C(Cl)C=CC(Cl)=C1)B(O)O,361.03,C14H19BCl2N2O4,NCGC00249611-05,NCATS,5,"NCGC00249611-05,NCGC00249611-04,NCGC00249611-05,NCGC00249611-04,Ixazomib"
"2,802",O=C1C=C(OC2=C(C=CC=C12)C1=CC=CC2=C1SC1=C2C=CC=C1)N1CCOCC1,413.49,C25H19NO3S,NCGC00250377-09,NCATS,3,"NCGC00250377-01,CHEMBL188678,CHEMBL188678"
"2,803",CCN1CCN(CC(=O)NC2=CC=C(C3=C2C2=C(S3)C=CC=C2)C2=C3OC(=CC(=O)C3=CC=C2)N2CCOCC2)CC1,582.72,C33H34N4O4S,NCGC00250387-06,NCATS,1,NCGC00250387-02
"2,804",CC(C)(C)OC(=O)NC1=CC=C(C=C1)C1=CC(=NO1)C(=O)NCCCCCCC(=O)NO,446.5,C22H30N4O6,NCGC00250390-10,NCATS,1,NCGC00250390-07
"2,805",C[C@@H](OC1=C(N)N=CC(=C1)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl,450.34,C21H22Cl2FN5O,NCGC00250400-05,NCATS,1,NCGC00250400-01
"2,806",CN1CC[C@H]([C@@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl,401.84,C21H20ClNO5,NCGC00250401-11,NCATS,1,NCGC00250401-11
"2,807",COC1=CC=C(C=C1)[S+]([O-])(=O)NC1=CC(=C(O)C2=C1C=CC=C2)C1=C(O)C=CC2=C1C=CC=C2,471.53,C27H21NO5S,NCGC00262829-02,NCATS,1,NCGC00262829-02
"2,808",COC1=C(NC2=NC=C3N(C)C(=O)N(C4CCCC4)C3=N2)C=CC(OC2CCN(C)CC2)=C1,452.56,C24H32N6O3,NCGC00263090-09,NCATS,0,
"2,809",COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1,450.51,C25H27FN4O3,NCGC00263097-03,NCATS,0,
"2,810",CCC[C@H](NC(=O)C(=C\\C1=NC(Br)=CC=C1)\\C#N)C1=CC=CC=C1,384.28,C19H18BrN3O,NCGC00263102-06,NCATS,2,"NCGC00263102-06,NCGC00263102-01"
"2,811",CCOC1=C(NC(=O)\\C=C\\CN(C)C)C=C2C(NC3=CC(Cl)=C(F)C=C3)=C(C=NC2=C1)C#N,467.93,C24H23ClFN5O2,NCGC00263103-02,NCATS,3,"NCGC00263103-09,CHEMBL607707,Pelitinib"
"2,812",CN(C)C[C@@H]1CCN2C=C(C3=C2C=CC=C3)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=C2C=CC=C1,468.56,C28H28N4O3,NCGC00263119-07,NCATS,0,
"2,813",CCCCC1=NC2=CC(\\C=C\\C(=O)NO)=CC=C2N1CCN(CC)CC,358.49,C20H30N4O2,NCGC00263136-07,NCATS,2,"NCGC00263136-04,NCGC00263136-04"
"2,814",CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C(F)=C2)=CC=N1,482.82,C21H15ClF4N4O3,NCGC00263138-10,NCATS,7,"NCGC00263138-19,NCGC00263138-01,CHEMBL1946170,CHEMBL1946170,CHEMBL1946170,CHEMBL1946170,CHEMBL1946170"
"2,815",COC1=CC(=CC=C1NC1=NC=C(Cl)C(OC2=CC(NC(=O)C=C)=CC=C2)=N1)N1CCN(C)CC1,494.98,C25H27ClN6O3,NCGC00263144-09,NCATS,2,"NCGC00263144-02,NCGC00263144-02"
"2,816",CC1=NC=C(C=C1)C1=NN(C=N1)C1=CC=C(NC2=NC=CC(=N2)C2=CC(=CC=C2)N2CCOCC2)C=C1,490.57,C28H26N8O,NCGC00263146-04,NCATS,0,
"2,817",CC1=NNC2=CC=C(C=C12)C1=CC(OC[C@@H](N)CC2=CC=CC=C2)=CN=C1,358.44,C22H22N4O,NCGC00263147-03,NCATS,0,
"2,818",CCN1CCN(CC2=CC=C(C=C2)C2=CC3=C(N[C@H](C)C4=CC=CC=C4)N=CN=C3N2)CC1,440.6,C27H32N6,NCGC00263149-06,NCATS,4,"NCGC00263149-01,CHEMBL587723,CHEMBL587723,CHEMBL587723"
"2,819",CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,532.57,C29H27F3N6O,NCGC00263152-15,NCATS,3,"NCGC00263152-05,NCGC00263152-05,NCGC00263152-15"
"2,820",CC(C)[C@H](C(=O)NC1=CC=C(C=C1)C(=O)NO)C1=CC=CC=C1,312.37,C18H20N2O3,NCGC00263153-07,NCATS,2,"NCGC00263153-10,NCGC00263153-10"
"2,821",COC(=O)C1=CC=C2C(NC(=O)\\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1,539.64,C31H33N5O4,NCGC00263156-12,NCATS,2,"NCGC00263156-02,Nintedanib"
"2,822",COC1=CC(=N\\C1=C\\C1=C(C)C=C(C)N1)C1=CC2=CC=CC=C2N1,317.39,C20H19N3O,NCGC00263166-10,NCATS,0,
"2,823",COC1=C(NC(=O)\\C=C\\CN2CCCCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,469.95,C24H25ClFN5O2,NCGC00263185-09,NCATS,1,NCGC00263185-01
"2,824",CN1CCC(CNC2=NN3C(C=C2)=NC=C3C2=CC=CC(OC(F)(F)F)=C2)CC1,405.43,C20H22F3N5O,NCGC00263186-04,NCATS,0,
"2,825",OC(=O)C1=CC2=C(C=C1)C1=CN=CC=C1C(NC1=CC=CC(Cl)=C1)=N2,349.77,C19H12ClN3O2,NCGC00263192-04,NCATS,4,"NCGC00263192-02,CHEMBL1230165,CHEMBL1230165,CHEMBL1230165"
"2,826",CN1CCN(CC1)C(C)(C)C#CC1=C(NC(=O)C=C)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,507.01,C27H28ClFN6O,NCGC00263195-04,NCATS,1,NCGC00263195-01
"2,827",CNC1=NC(=CC=N1)C1=CC=CN=C1OC1=CC(=CC=C1C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,479.46,C25H20F3N5O2,NCGC00263199-04,NCATS,0,
"2,828",C\\C=C1/NC(=O)[C@H]2CSSCC\\C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,540.69,C24H36N4O6S2,NCGC00263220-07,NCATS,0,
"2,829",NC1=NC=CC2=C1N=CN2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,262.27,C12H14N4O3,NCGC00263603-10,NCATS,3,"CHEMBL154745,CHEMBL154745,3-deazaneplanocin A (DZNep)"
"2,830",CCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(C=CC(OC)=C2)N2C(C)=NN=C12,423.9,C22H22ClN5O2,NCGC00263621-12,NCATS,3,"NCGC00263621-06,NCGC00263621-06,NCGC00263621-02"
"2,831",CC1=NN(C(=O)\\C1=N\\NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1,442.48,C25H22N4O4,NCGC00274067-09,NCATS,4,"NCGC00274067-01,NCGC00274067-01,NCGC00274067-01,NCGC00274067-01"
"2,832",COC1=CC2=C(C=C1C1=C(C)ON=C1C)N=CC1=C2N([C@H](C)C2=CC=CC=N2)C(=O)N1,415.45,C23H21N5O3,NCGC00344588-08,NCATS,0,
"2,833",C[C@@]12OC(=O)[C@@]1(NC(=O)[C@@H]2CCCl)[C@@H](O)[C@H]1CCCC=C1,313.78,C15H20ClNO4,NCGC00344630-02,NCATS,0,
