CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits,GroupID
2742,CC(=O)O\\N=C1\\C(\\NC2=CC=CC=C\\12)=C1/C(=O)NC2=C1C=CC(Br)=C2,398.22,C18H12BrN3O3,NCGC00346883-02,NCATS,3,"NCGC00346883-02,NCGC00346883-02,NCGC00346883-01",36
2859,CC(=O)O\\N=C1\\C(\\NC2=CC=CC=C\\12)=C1/C(=O)NC2=C1C=CC(Br)=C2,398.22,C18H12BrN3O3,NCGC00346883-02,NCATS,3,"NCGC00346883-02,NCGC00346883-02,NCGC00346883-01",36
17878,COc1cccc2c(NCc3ccccc3)nc(nc12)-n1c(N)nc2ccccc12,396.45,C23H20N6O,CHEMBL3746912,Manual_curated,3,"NCGC00347064-06,NCGC00347064-06,NCGC00347064-01",37
12732,COC1=C2N=C(N=C(NCC3=CC=CC=C3)C2=CC=C1)N1C(N)=NC2=C1C=CC=C2,396.45,C23H20N6O,NCGC00347064-01,NCATS,3,"NCGC00347064-06,NCGC00347064-06,CHEMBL3746912",37
54,COC1=C2N=C(N=C(NCC3=CC=CC=C3)C2=CC=C1)N1C(N)=NC2=C1C=CC=C2,396.45,C23H20N6O,NCGC00347064-06,NCATS,3,"NCGC00347064-06,NCGC00347064-01,CHEMBL3746912",37
2743,COC1=C2N=C(N=C(NCC3=CC=CC=C3)C2=CC=C1)N1C(N)=NC2=C1C=CC=C2,396.45,C23H20N6O,NCGC00347064-06,NCATS,3,"NCGC00347064-06,NCGC00347064-01,CHEMBL3746912",37
18008,CC(C)(C)c1cc(no1)C(=O)C(=N\\Nc1cccc(Cl)c1)\\C#N,330.77,C16H15ClN4O2,CHEMBL3260990,Manual_curated,1,NCGC00350413-05,38
55,CC(C)(C)C1=CC(=NO1)C(=O)C(=N\\NC1=CC=CC(Cl)=C1)\\C#N,330.77,C16H15ClN4O2,NCGC00350413-05,NCATS,1,CHEMBL3260990,38
245,COC1=C(C=C(C=C1C1=CC2=CC=C(N[S+](C)([O-])=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,493.58,C26H27N3O5S,NCGC00378604-01,NCATS,1,NCGC00378604-04,39
58,COC1=C(C=C(C=C1C1=CC2=CC=C(N[S+](C)([O-])=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,493.58,C26H27N3O5S,NCGC00378604-04,NCATS,1,NCGC00378604-01,39
59,COC1=C(C)C2=C(C=C1)C(O[C@@H]1C[C@@H]3C(C1)C(=O)N(C)CCCC\\C=C/[C@@H]1C[C@]1(NC3=O)C(=O)N[S+]([O-])(=O)C1CC1)=CC(=N2)C1=NC(=CS1)C(C)C,749.94,C38H47N5O7S2,NCGC00378657-01,NCATS,3,"NCGC00378657-01,NCGC00378657-01,NCGC00378657-01",40
247,COC1=C(C)C2=C(C=C1)C(O[C@@H]1C[C@@H]3C(C1)C(=O)N(C)CCCC\\C=C/[C@@H]1C[C@]1(NC3=O)C(=O)N[S+]([O-])(=O)C1CC1)=CC(=N2)C1=NC(=CS1)C(C)C,749.94,C38H47N5O7S2,NCGC00378657-01,NCATS,3,"NCGC00378657-01,NCGC00378657-01,NCGC00378657-01",40
2698,COC1=C(C)C2=C(C=C1)C(O[C@@H]1C[C@@H]3C(C1)C(=O)N(C)CCCC\\C=C/[C@@H]1C[C@]1(NC3=O)C(=O)N[S+]([O-])(=O)C1CC1)=CC(=N2)C1=NC(=CS1)C(C)C,749.94,C38H47N5O7S2,NCGC00378657-01,NCATS,3,"NCGC00378657-01,NCGC00378657-01,NCGC00378657-01",40
2762,COC1=C(C)C2=C(C=C1)C(O[C@@H]1C[C@@H]3C(C1)C(=O)N(C)CCCC\\C=C/[C@@H]1C[C@]1(NC3=O)C(=O)N[S+]([O-])(=O)C1CC1)=CC(=N2)C1=NC(=CS1)C(C)C,749.94,C38H47N5O7S2,NCGC00378657-01,NCATS,3,"NCGC00378657-01,NCGC00378657-01,NCGC00378657-01",40
248,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC=C(N1)C1=CC2=C(C=C1)C1=C(C=C(C=C1)C1=CC=C3N=C(NC3=C1)[C@@H]1[C@H]3CC[C@H](C3)N1C(=O)[C@@H](NC(=O)OC)C(C)C)C2(F)F,889.02,C49H54F2N8O6,NCGC00378990-02,NCATS,1,NCGC00378990-05,41
60,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC=C(N1)C1=CC2=C(C=C1)C1=C(C=C(C=C1)C1=CC=C3N=C(NC3=C1)[C@@H]1[C@H]3CC[C@H](C3)N1C(=O)[C@@H](NC(=O)OC)C(C)C)C2(F)F,889.02,C49H54F2N8O6,NCGC00378990-05,NCATS,1,NCGC00378990-02,41
8119,OC1=C(O)C=C(\\C=N\\NC(=O)C2=C(O)C=C3C=CC=CC3=C2)C=C1,322.32,C18H14N2O4,NCGC00386289-03,NCATS,1,NCGC00386289-08,42
63,OC1=C(O)C=C(\\C=N\\NC(=O)C2=C(O)C=C3C=CC=CC3=C2)C=C1,322.32,C18H14N2O4,NCGC00386289-08,NCATS,1,NCGC00386289-03,42
65,C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N12,405.36,C19H17F2N3O5,NCGC00386434-02,NCATS,1,NCGC00386434-02,43
650,C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCC4=C(F)C=C(F)C=C4)C(=O)C(O)=C3C(=O)N12,405.36,C19H17F2N3O5,NCGC00386434-02,NCATS,1,NCGC00386434-02,43
70,COC1=CC2=C(C=C1)C1=C(C3CCCCC3)C3=C(C=C(C=C3)C(=O)N[S+]([O-])(=O)N(C)C)N1C[C@]1(C[C@@H]21)C(=O)N1[C@H]2CC[C@@H]1CN(C)C2,659.85,C36H45N5O5S,NCGC00483024-01,NCATS,1,NCGC00483024-01,44
2658,COC1=CC2=C(C=C1)C1=C(C3CCCCC3)C3=C(C=C(C=C3)C(=O)N[S+]([O-])(=O)N(C)C)N1C[C@]1(C[C@@H]21)C(=O)N1[C@H]2CC[C@@H]1CN(C)C2,659.85,C36H45N5O5S,NCGC00483024-01,NCATS,1,NCGC00483024-01,44
8576,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC=C(O4)C(Cl)=C1)C(O)=O)C(Cl)=C2,1793.12,C86H97Cl3N10O26,NCGC00485478-01,NCATS,1,NCGC00485478-02,45
71,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(NCC5=CC=C(C=C5)C5=CC=C(Cl)C=C5)[C@@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@H]1C[C@](C)(N)[C@@H](O)[C@H](C)O1)C1=CC=C(O4)C(Cl)=C1)C(O)=O)C(Cl)=C2,1793.12,C86H97Cl3N10O26,NCGC00485478-02,NCATS,1,NCGC00485478-01,45
74,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,894.13,C50H67N7O8,NCGC00510316-01,NCATS,1,NCGC00510316-02,46
264,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,894.13,C50H67N7O8,NCGC00510316-02,NCATS,1,NCGC00510316-01,46
17426,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(=C3)C3=CN=C(N3)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)C1=C2)C1=CC=CC=C1,882.03,C49H55N9O7,Elbasvir,Manual_curated,2,"NCGC00510317-02,NCGC00510317-02",47
75,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC2=C(C=C1)N1[C@@H](OC3=CC(=CC=C3C1=C2)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=CC=CC=C1,882.03,C49H55N9O7,NCGC00510317-02,NCATS,2,"NCGC00510317-02,Elbasvir",47
265,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC2=C(C=C1)N1[C@@H](OC3=CC(=CC=C3C1=C2)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=CC=CC=C1,882.03,C49H55N9O7,NCGC00510317-02,NCATS,2,"NCGC00510317-02,Elbasvir",47
76,ONC(=O)CCCCCCC(=O)N\\N=C\\C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,458.56,C27H30N4O3,NCGC00510505-01,NCATS,2,"NCGC00510505-01,NCGC00510505-01",48
2752,ONC(=O)CCCCCCC(=O)N\\N=C\\C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,458.56,C27H30N4O3,NCGC00510505-01,NCATS,2,"NCGC00510505-01,NCGC00510505-01",48
2930,ONC(=O)CCCCCCC(=O)N\\N=C\\C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,458.56,C27H30N4O3,NCGC00510505-01,NCATS,2,"NCGC00510505-01,NCGC00510505-01",48
77,COC1=CC=C2SC(NC(C3=CC=C(OC(F)F)C=C3)C3=CC=C4C=CC=NC4=C3O)=NC2=C1,479.5,C25H19F2N3O3S,NCGC00510794-01,NCATS,1,NCGC00510794-01,49
2659,COC1=CC=C2SC(NC(C3=CC=C(OC(F)F)C=C3)C3=CC=C4C=CC=NC4=C3O)=NC2=C1,479.5,C25H19F2N3O3S,NCGC00510794-01,NCATS,1,NCGC00510794-01,49
78,CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1,340.49,C20H24N2OS,NCGC00510921-01,NCATS,1,NCGC00510921-01,50
2753,CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1,340.49,C20H24N2OS,NCGC00510921-01,NCATS,1,NCGC00510921-01,50
267,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,883.02,C49H54N8O8,NCGC00522503-01,NCATS,3,"NCGC00522503-02,NCGC00522503-02,Velpatasvir",51
79,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,883.02,C49H54N8O8,NCGC00522503-02,NCATS,3,"NCGC00522503-01,NCGC00522503-02,Velpatasvir",51
2660,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,883.02,C49H54N8O8,NCGC00522503-02,NCATS,3,"NCGC00522503-02,NCGC00522503-01,Velpatasvir",51
17602,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,883.02,C49H54N8O8,Velpatasvir,Manual_curated,3,"NCGC00522503-02,NCGC00522503-01,NCGC00522503-02",51
85,OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O.CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccccc1.CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccccc1,927.02,C52H54N4O12,NCGC00013058-02,NCATS,1,NCGC00013058-02,52
2989,OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O.CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccccc1.CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccccc1,927.02,C52H54N4O12,NCGC00013058-02,NCATS,1,NCGC00013058-02,52
17685,N[C@@H](CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C(O)=O,650.98,C15H12I3NO4,Liothyronine,Manual_curated,1,NCGC00013556-15,53
86,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,650.98,C15H12I3NO4,NCGC00013556-15,NCATS,1,Liothyronine,53
87,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,424.09,C17H12Br2O3,NCGC00013895-08,NCATS,2,"NCGC00013895-08,NCGC00013895-08",54
3046,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,424.09,C17H12Br2O3,NCGC00013895-08,NCATS,2,"NCGC00013895-08,NCGC00013895-08",54
8664,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,424.09,C17H12Br2O3,NCGC00013895-08,NCATS,2,"NCGC00013895-08,NCGC00013895-08",54
91,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1,479.53,C26H29N3O6,NCGC00015747-09,NCATS,2,"NCGC00015747-09,Nicardipine",55
8958,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1,479.53,C26H29N3O6,NCGC00015747-09,NCATS,2,"NCGC00015747-09,Nicardipine",55
17701,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,479.53,C26H29N3O6,Nicardipine,Manual_curated,2,"NCGC00015747-09,NCGC00015747-09",55
92,O.O.OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1,338.27,C15H14O9,NCGC00015870-27,NCATS,2,"NCGC00015870-27,NCGC00015870-27",56
3300,O.O.OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1,338.27,C15H14O9,NCGC00015870-27,NCATS,2,"NCGC00015870-27,NCGC00015870-27",56
9020,O.O.OC1=C(Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1,338.27,C15H14O9,NCGC00015870-27,NCATS,2,"NCGC00015870-27,NCGC00015870-27",56
16214,Cl.Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,510.05,C28H28ClNO4S,CHEMBL1116,ChEMBL,3,"NCGC00015889-11,NCGC00015889-11,CHEMBL1116",57
16537,Cl.Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,510.05,C28H28ClNO4S,CHEMBL1116,ChEMBL,3,"NCGC00015889-11,NCGC00015889-11,CHEMBL1116",57
93,Cl.Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,510.05,C28H28ClNO4S,NCGC00015889-11,NCATS,3,"NCGC00015889-11,CHEMBL1116,CHEMBL1116",57
9035,Cl.Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,510.05,C28H28ClNO4S,NCGC00015889-11,NCATS,3,"NCGC00015889-11,CHEMBL1116,CHEMBL1116",57
15516,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,370.57,C21H26N2S2,CHEMBL479,ChEMBL,3,"NCGC00016059-13,NCGC00016059-13,CHEMBL479",58
17768,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,370.57,C21H26N2S2,CHEMBL479,Manual_curated,3,"NCGC00016059-13,NCGC00016059-13,CHEMBL479",58
95,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,370.57,C21H26N2S2,NCGC00016059-13,NCATS,3,"NCGC00016059-13,CHEMBL479,CHEMBL479",58
9101,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,370.57,C21H26N2S2,NCGC00016059-13,NCATS,3,"NCGC00016059-13,CHEMBL479,CHEMBL479",58
96,Nc1ccc(O)c(c1)C(O)=O,153.14,C7H7NO3,NCGC00016344-07,NCATS,2,"NCGC00016344-07,NCGC00016344-07",59
3417,Nc1ccc(O)c(c1)C(O)=O,153.14,C7H7NO3,NCGC00016344-07,NCATS,2,"NCGC00016344-07,NCGC00016344-07",59
9166,Nc1ccc(O)c(c1)C(O)=O,153.14,C7H7NO3,NCGC00016344-07,NCATS,2,"NCGC00016344-07,NCGC00016344-07",59
98,Oc1c(I)cc(Cl)c2cccnc12,305.5,C9H5ClINO,NCGC00016391-13,NCATS,3,"NCGC00016391-13,NCGC00016391-13,NCGC00016391-13",60
2665,Oc1c(I)cc(Cl)c2cccnc12,305.5,C9H5ClINO,NCGC00016391-13,NCATS,3,"NCGC00016391-13,NCGC00016391-13,NCGC00016391-13",60
2992,Oc1c(I)cc(Cl)c2cccnc12,305.5,C9H5ClINO,NCGC00016391-13,NCATS,3,"NCGC00016391-13,NCGC00016391-13,NCGC00016391-13",60
9191,Oc1c(I)cc(Cl)c2cccnc12,305.5,C9H5ClINO,NCGC00016391-13,NCATS,3,"NCGC00016391-13,NCGC00016391-13,NCGC00016391-13",60
99,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,591.72,C32H55BrN4O,NCGC00016507-05,NCATS,1,NCGC00016507-05,61
2634,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,591.72,C32H55BrN4O,NCGC00016507-05,NCATS,1,NCGC00016507-05,61
100,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,183.21,C9H13NO3,NCGC00016542-06,NCATS,1,NCGC00016542-06,62
9237,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,183.21,C9H13NO3,NCGC00016542-06,NCATS,1,NCGC00016542-06,62
16823,CC(C)\\N=c1/cc2-c(cc1Nc1ccc(Cl)cc1)nc1ccccc1n2-c1ccc(Cl)cc1,473.4,C27H22Cl2N4,CHEMBL1292,ChEMBL,2,"NCGC00016600-08,Clofazimine",63
17155,CC(C)\\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1,473.4,C27H22Cl2N4,Clofazimine,VTIs,2,"NCGC00016600-08,CHEMBL1292",63
101,CC(C)\\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,473.4,C27H22Cl2N4,NCGC00016600-08,NCATS,2,"CHEMBL1292,Clofazimine",63
102,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2n1,298.34,C15H12N3O2S,NCGC00016855-10,NCATS,2,"NCGC00016855-10,NCGC00016855-10",64
1057,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2n1,298.34,C15H12N3O2S,NCGC00016855-10,NCATS,2,"NCGC00016855-10,NCGC00016855-10",64
9326,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2n1,298.34,C15H12N3O2S,NCGC00016855-10,NCATS,2,"NCGC00016855-10,NCGC00016855-10",64
103,NCCO.CC1=CC(=O)N(O)C(=C1)C1CCCCC1,268.36,C14H24N2O3,NCGC00017112-10,NCATS,1,NCGC00017112-10,65
2993,NCCO.CC1=CC(=O)N(O)C(=C1)C1CCCCC1,268.36,C14H24N2O3,NCGC00017112-10,NCATS,1,NCGC00017112-10,65
105,CN1C[C@@H](C[C@H]2[C@H]1Cc1cnc3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,582.68,C33H36N5O5,NCGC00017400-10,NCATS,1,NCGC00017400-10,66
9396,CN1C[C@@H](C[C@H]2[C@H]1Cc1cnc3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,582.68,C33H36N5O5,NCGC00017400-10,NCATS,1,NCGC00017400-10,66
106,Oc1c(I)cc(I)c2cccnc12,396.95,C9H5I2NO,NCGC00018098-07,NCATS,3,"NCGC00018098-07,NCGC00018098-07,NCGC00018098-07",67
2667,Oc1c(I)cc(I)c2cccnc12,396.95,C9H5I2NO,NCGC00018098-07,NCATS,3,"NCGC00018098-07,NCGC00018098-07,NCGC00018098-07",67
2995,Oc1c(I)cc(I)c2cccnc12,396.95,C9H5I2NO,NCGC00018098-07,NCATS,3,"NCGC00018098-07,NCGC00018098-07,NCGC00018098-07",67
9398,Oc1c(I)cc(I)c2cccnc12,396.95,C9H5I2NO,NCGC00018098-07,NCATS,3,"NCGC00018098-07,NCGC00018098-07,NCGC00018098-07",67
107,Cl.Nc1ccc(\\N=N\\c2ccccc2)c(N)n1,249.7,C11H12ClN5,NCGC00018130-09,NCATS,2,"NCGC00018130-09,NCGC00018130-09",68
3612,Cl.Nc1ccc(\\N=N\\c2ccccc2)c(N)n1,249.7,C11H12ClN5,NCGC00018130-09,NCATS,2,"NCGC00018130-09,NCGC00018130-09",68
9413,Cl.Nc1ccc(\\N=N\\c2ccccc2)c(N)n1,249.7,C11H12ClN5,NCGC00018130-09,NCATS,2,"NCGC00018130-09,NCGC00018130-09",68
108,CS(O)(=O)=O.COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,547.58,C24H29N5O8S,NCGC00018158-09,NCATS,1,NCGC00018158-09,69
9420,CS(O)(=O)=O.COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,547.58,C24H29N5O8S,NCGC00018158-09,NCATS,1,NCGC00018158-09,69
14989,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.04,C12H6Cl4O2S,CHEMBL290106,ChEMBL,4,"NCGC00018163-10,NCGC00018163-10,NCGC00018163-10,CHEMBL290106",70
16773,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.04,C12H6Cl4O2S,CHEMBL290106,ChEMBL,4,"NCGC00018163-10,NCGC00018163-10,NCGC00018163-10,CHEMBL290106",70
109,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.04,C12H6Cl4O2S,NCGC00018163-10,NCATS,4,"NCGC00018163-10,NCGC00018163-10,CHEMBL290106,CHEMBL290106",70
3616,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.04,C12H6Cl4O2S,NCGC00018163-10,NCATS,4,"NCGC00018163-10,NCGC00018163-10,CHEMBL290106,CHEMBL290106",70
9421,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.04,C12H6Cl4O2S,NCGC00018163-10,NCATS,4,"NCGC00018163-10,NCGC00018163-10,CHEMBL290106,CHEMBL290106",70
110,O[N+]([O-])=O.Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,460.75,C18H16Cl3N3O3S,NCGC00018250-06,NCATS,1,NCGC00018250-06,71
9460,O[N+]([O-])=O.Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,460.75,C18H16Cl3N3O3S,NCGC00018250-06,NCATS,1,NCGC00018250-06,71
17191,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,310.4,C22H18N2,Bifonazole,HTIs,2,"NCGC00018254-08,NCGC00018254-08",72
111,c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1,310.4,C22H18N2,NCGC00018254-08,NCATS,2,"NCGC00018254-08,Bifonazole",72
9461,c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1,310.4,C22H18N2,NCGC00018254-08,NCATS,2,"NCGC00018254-08,Bifonazole",72
112,O[N+]([O-])=O.Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,444.69,C18H16Cl3N3O4,NCGC00018258-10,NCATS,2,"NCGC00018258-10,NCGC00018258-10",73
3650,O[N+]([O-])=O.Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,444.69,C18H16Cl3N3O4,NCGC00018258-10,NCATS,2,"NCGC00018258-10,NCGC00018258-10",73
9466,O[N+]([O-])=O.Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,444.69,C18H16Cl3N3O4,NCGC00018258-10,NCATS,2,"NCGC00018258-10,NCGC00018258-10",73
2653,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,705.64,C35H38Cl2N8O4,NCGC00018268-05,NCATS,4,"NCGC00018268-08,NCGC00018268-05,NCGC00018268-14,NCGC00018268-08",74
2702,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,705.64,C35H38Cl2N8O4,NCGC00018268-05,NCATS,4,"NCGC00018268-08,NCGC00018268-05,NCGC00018268-14,NCGC00018268-08",74
113,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,705.64,C35H38Cl2N8O4,NCGC00018268-08,NCATS,4,"NCGC00018268-05,NCGC00018268-05,NCGC00018268-14,NCGC00018268-08",74
2996,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,705.64,C35H38Cl2N8O4,NCGC00018268-08,NCATS,4,"NCGC00018268-08,NCGC00018268-05,NCGC00018268-05,NCGC00018268-14",74
